jobId,employerId,employerName,employerProfileId,employerProfileName,jobTitle,locationName,minimumSalary,maximumSalary,currency,expirationDate,date,jobDescription,applications,jobUrl,fullDescription
41710044,331522,Harnham,NA,NA,Lead Data Science Consultant,London,90000,120000,GBP,20/02/2021,09/01/2021," LEAD DATA SCIENCE CONSULTANT UP TO &#163;120,000 &#43; BENEFITS CENTRAL LONDON Are you an experienced machine learning engineer/ data scientist who is looking for a hands on, technically focused role? Do you enjoy mentoring and would be interested in training and teaching junior data scientists? THE COMPANY: As a Lead Data Science Consultan... ",5,https://www.reed.co.uk/jobs/lead-data-science-consultant/41710044," <p><strong>LEAD DATA SCIENCE CONSULTANT</strong></p> <p><strong>UP TO &#163;120,000 &#43; BENEFITS</strong></p> <p><strong>CENTRAL LONDON</strong></p> <p>Are you an experienced machine learning engineer/ data scientist who is looking for a hands on, technically focused role? Do you enjoy mentoring and would be interested in training and teaching junior data scientists?</p> <p><strong>THE COMPANY:</strong></p> <p>As a Lead Data Science Consultant, you will work for a successful start-up that has seen a significant growth in the last year.</p> <p><strong>THE ROLE:</strong></p> <p>The role of Lead Data Science Consultant will divide their time between training and development of junior data scientists and working with clients to deliver machine learning projects.</p> <p>In specific, you can expect to be involved in the following:</p> <ul> <li>You will be teaching and training junior data scientists</li><li>You will be working with clients to deliver machine learning/ data science projects</li><li>You will be working to deliver an internal AI product in the financial services space</li><li>You will be involved in research and development using state of the art ML techniques</li></ul> <p><strong>YOUR SKILLS AND EXPERIENCE:</strong></p> <p>The successful Lead Data Science Consultant will have the following skills and experience:</p> <ul> <li>Proven recent experience as a technical lead/ technically focused role</li><li>Experience mentoring/ teaching data science/ computer science topics</li><li>Educated to Master's level (PhD preferred) in a STEM degree focused in quantitative methods and statistics (Science, Technology, Engineering, Mathematics etc)</li><li>Proficiency in programming languages and statistical analysis tools - fluency in Python</li><li>Excellent communication and interpersonal skills and experience working in a data-driven team</li></ul> <p><strong>THE BENEFITS:</strong></p> <p>The successful Lead Data Science Consultant will receive a salary, dependent on experience of up to &#163;120,000.</p> <p><strong>HOW TO APPLY:</strong></p> <p>Please register your interest by sending your CV to Francesca Curtis via the Apply link on this page.</p> "
41699724,431313,Sphere Digital Recruitment,NA,NA,Data Science Manager - Online Entertainment,London,80000,90000,GBP,19/02/2021,08/01/2021," Data Science Manager - Online Entertainment  Sphere Digital have partnered with one of the largest online entertainment groups with over 10,000 employees and 13 offices across the world. They are looking for a Data Science Manager to join the Central Insights team to help drive data throughout the  business. This is great opportunity for an experienced Data Scientist to work in a fast paced &amp; challenging en... ",9,https://www.reed.co.uk/jobs/data-science-manager-online-entertainment/41699724," <p><strong>Data Science Manager - Online Entertainment </strong></p> <p>Sphere Digital have partnered with one of the largest online entertainment groups with over 10,000 employees and 13 offices across the world. They are looking for a Data Science Manager to join the Central Insights team to help drive data throughout the  business.</p> <p>This is great opportunity for an experienced Data Scientist to work in a fast paced &amp; challenging environment for a global online entertainment leader.</p> <p><strong>The Job</strong></p> <ul> <li>Lead a team of Data Scientists and Senior Data Scientists</li><li>Technically lead of data science projects</li><li>Be a trusted advisor within the data science team</li><li>Propose original advanced analytics solutions and strategies</li><li>Build and support your team to build machine-learning models</li><li>Present your teams findings to senior stakeholders</li><li>Play a key role in deciding how to operationalise company data science strategy</li><li>Collaborate with Engineering, Marketing and Product development teams</li><li>Work with stakeholders to identify how data can impact key decisions and impact revenue.</li></ul> <p><strong>You</strong></p> <ul> <li>MSc or PhD in a quantitative field like Physics, Engineering, Statistics, Mathematics, Computer Science, Operational Research (or comparable studies)</li><li>Strong experience designing solutions for key strategic projects</li><li>Strong Knowledge of SQL</li><li>Strong coding in Python for predictive modelling, regression, attribution, and machine learning is essential.</li><li>Strong experience in managing a team of data scientists</li></ul> <p><strong>Apply Now</strong></p> <p>You can apply for this role now by sending us your CV or by calling us now!</p> <p>Tom Gould</p> <p>Senior Data Consultant</p> <p>Sphere Digital Recruitment currently have a variety of job opportunities across digital so feel free to get in touch with us to find out how we can help you. You can see more of my current vacancies by looking at my profile here</p> <p>Sphere Digital Recruitment are specialists in placing marketing, sales, analytics, product and creative ?talent globally.</p> "
41552945,331522,Harnham,NA,NA,Head of Data Science,London,110000,120000,GBP,22/01/2021,11/12/2020," Head of Data ScienceLondon&#163;120,000 &#43; Benefits / Bonus Harnham are working with a leading fintech in the UK who are hiring for someone to come in and lead their Data Science efforts in London. As part of a lending business your main focus will be to lead the machine learning capabilities behind their core decisioning engine, as well as to look for other smart ways in which t... ",12,https://www.reed.co.uk/jobs/head-of-data-science/41552945," <p><strong>Head of Data Science</strong><br /><strong>London</strong><br />&#163;120,000 &#43; Benefits / Bonus</p> <p>Harnham are working with a leading fintech in the UK who are hiring for someone to come in and lead their Data Science efforts in London.</p> <p>As part of a lending business your main focus will be to lead the machine learning capabilities behind their core decisioning engine, as well as to look for other smart ways in which the company can utilise its data.</p> <p>It is a greenfield environment with plenty of opportunities for high-impact data science to take shape and help the business grow! They have already loaned over &#163;1bn successfully and have a very strong growth trajectory for the next few years. The company  has also performed well during Covid-19, and are now looking to invest in their data capability, starting with this hire.</p> <p><br /><strong>THE ROLE</strong></p> <p>You will:</p> <ul> <li>Report into C-Level Executives and take ownership over the company's data infrastructure and analytics capability</li><li>Help lead the company's data transformation and be responsible for implementing innovative machine learning in several key areas</li><li>Help grow the function in the future and build a world-class team!</li></ul> <p><br /><strong>YOUR SKILLS AND EXPERIENCE</strong></p> <p>You will have:</p> <ul> <li>An MSc in a quantitative discipline</li><li>Experience in both a credit risk/decisioning and data science capacity</li><li>Proven experience in Python</li><li>Demonstrated experience in delivering impactful machine learning across several years in industry</li></ul> <p><br /><strong>THE BENEFITS</strong></p> <p>Up to &#163;120,000 base salary &#43; bonus</p> <p><br /><strong>KEYWORDS</strong></p> <p><em>Data Science, Decision Science, Credit Risk, Machine Learning, Data Scientist, Analyst, Decisioning, Marketing, Scorecards, Models, Modelling, Python, R, SQL, Financial Services, Lending.</em></p> "
41230953,351453,Blue Pelican,NA,NA,Data Science Director,London,75000,95000,GBP,15/02/2021,22/10/2020," Data Science Director SALARY - &#163;75k - &#163;95k plus excellent benefits LOCATION - Remote, then Central London  TEAM Having built most of the existing Marketing Sciences function, we can vouch for the exceptional quality of talent this agency has managed to attract; not just because of the complexity of data science projects on offer, but als... ",20,https://www.reed.co.uk/jobs/data-science-director/41230953," <p><strong>Data Science Director</strong></p> <p><strong>SALARY</strong> - &#163;75k - &#163;95k plus excellent benefits</p> <p><strong>LOCATION</strong> - Remote, then Central London</p> <p><strong>TEAM</strong></p> <p>Having built most of the existing Marketing Sciences function, we can vouch for the exceptional quality of talent this agency has managed to attract; not just because of the complexity of data science projects on offer, but also because of the vision of  their Marketing Sciences Director. He is passionate about training and development and has built a strong culture of collaboration and innovation. Every single person we’ve placed, LOVES their job and more importantly, LOVES their team! The work life balance  is excellent and there is an adult working environment where you are trusted to deliver and given the freedom to manage your own time.</p> <p><strong>ROLE</strong></p> <p>In this role, you will not only manage a team of Data Scientists, but you can also apply your advanced analytical skills across a variety of cutting edge data science projects including heat mapping, digital automation and attribution, NLP, machine learning,  whilst working closely with the Head of Data Science to develop the offering and capabilities within the team.</p> <p>You will work closely with huge, often, global brands to shape analytical roadmaps, scoping data science and insights projects, leading your team to delivery as well as getting your hands dirty with high level, complex analytics yourself.</p> <p>We want Hackers, Data Scientist leaders who can add value through bleeding edge techniques and methodologies, all whilst applying an acute commercial and strategic lens. I’m afraid to say experience with predictive modelling and segmentation builds is not  enough here, we need people who have something a little different about their background. You will possibly have a data engineering edge to your experience, will be highly proficient in cloud based technologies, maybe you’ve used some special analytical techniques  such as gravity modelling or catchment analysis, even worked with geospatial data….we want to hear from you!</p> <p>Advanced programming skills in Python are required, as well as an all round problem solving approach. <br /><br />You will work closely with the Head of Data Science contributing to pitches and presenting simple and compelling solutions to complex client problems. You should be highly skilled in the latest data science techniques in order to inspire and lead your team  on a daily basis, QA-ing work and leading on the best methodologies and approaches to take.</p> <p><strong>Skills and experience required:</strong></p> <ul> <li>Educated to degree level in a numerate subject; Mathematics, Statistics, Engineering, Physics, Chemistry, Economics, Machine Learning, Computer Science etc.</li><li>A background in data science; (possibly) data engineering, (definitely) machine learning and AI, ideally within a marketing environment</li><li>Strong programming experience with either Python AND SQL as a minimum</li><li>Ability to gather and scope requirements for a variety of analytical projects</li><li>Ability to engage with senior level client stakeholders and operate at a senior level on projects</li></ul> <p><strong>TO APPLY</strong><br /><br />For further information or to apply please contact:<br /><br />Kate McDermott - Managing Consultant @ Blue Pelican Marketing</p> <p>Share through your LI profile if you’re non-active and simply curious</p> <p>You don’t have to have a CV to find a new job! We’re always keen to talk to good data experts.<br /><br />For more vacancies which may suit your needs, please visit us at www.bluepelican.com</p> "
41592061,624948,Data Idols,NA,NA,Data Scientist,London,600,850,GBP,27/01/2021,16/12/2020, Data Scientist - Contract - London Data Idols are working with a well known Ecommerce company who known as a Global Unicorn and are looking for a Data Scientist to join an established team and be part of making this organisation a fully data-driven technology company. THE ROLE As a Data Scientist you will work on a variety of interesting data challenges with access to the latest technolo... ,31,https://www.reed.co.uk/jobs/data-scientist/41592061, <p><strong>Data Scientist - Contract - London</strong></p> <p>Data Idols are working with a well known Ecommerce company who known as a Global Unicorn and are looking for a Data Scientist to join an established team and be part of making this organisation a fully data-driven technology company.</p> <p><strong>THE ROLE</strong></p> <p>As a Data Scientist you will work on a variety of interesting data challenges with access to the latest technology. You will be able to leverage large data sets and create useful and meaningful insights to help make better business decisions. </p> <p><strong>YOUR SKILLS AND EXPERIENCE </strong></p> <ul> <li>Solid technical experience with SQL and Python </li><li>Commercial experience building Machine Learning models </li><li>Experience working in a production environment is beneficial</li></ul> <p>This is an outstanding opportunity for a Data Scientist to join an exciting company on a contract basis. Please submit your CV for consideration and further details.</p> <p><strong>Data Scientist - Contract - London</strong></p> 
41591882,626057,The Jam,NA,NA,Senior Data Scientist,London,70000,90000,GBP,27/01/2021,16/12/2020," Senior Data Scientist / Data Scientist / Data Science Lead wanted by a cutting edge MedTech business based in London. The Senior Data Scientist / Data Scientist / Data Science Lead will play a key role, working alongside an experienced Chief Data Scientist, to explore innovative ways to use data and advanced the business. Specifically, the Senior Data Scientist / Data Scientist / Data Science Lead will:  Explore Mac... ",25,https://www.reed.co.uk/jobs/senior-data-scientist/41591882," <p>Senior Data Scientist / Data Scientist / Data Science Lead wanted by a cutting edge MedTech business based in London.</p> <p>The Senior Data Scientist / Data Scientist / Data Science Lead will play a key role, working alongside an experienced Chief Data Scientist, to explore innovative ways to use data and advanced the business.</p> <p>Specifically, the Senior Data Scientist / Data Scientist / Data Science Lead will:</p> <ul> <li>Explore Machine Learning and Data Science principals to employ in the business</li><li>Investigate new sources of data</li><li>Build models to analyse the data sets</li><li>Use predictive modelling to optimise experiences, revenue generation and other ke business metrics</li></ul> <p>The Senior Data Scientist / Data Scientist / Data Science Lead should ideally have:</p> <ul> <li>A Bachelors or Masters with 3&#43; years experience in Data Science or Machine Learning</li><li>A PhD in a relevant field with at least 1 years experience in Data Science or Machine Learning</li><li>Somewhere in-between is also fine - experience is equally value to education</li><li>Tech experience can be a blend of or equivalent of: <ul> <li>Python, AWS, elasticSearch, Jupyter, Numpy, PySpark, SageMaker, SQL or others if you have them</li></ul> </li></ul> <p>This is an amazing opportunity for a Senior Data Scientist / Data Scientist / Data Science Lead to apply their knowledge to a field that genuinely helps people.</p> "
41591771,589026,Jefferson Frank ,NA,NA,Data Scientist - Asset Management,London,70000,75000,GBP,27/01/2021,16/12/2020," Exciting new opportunity for an experienced Data Scientist to join a private equity firm using Machine Learning and Natural Language Processing. Experience Level:  Minimum 1 year experience in a Data Science related role.Recent experience using Hadoop, Kafka and Spark.Fluent in Python and common numerical and ML packages (NumPy, SciPy, Scikit-Learn, Pandas, Keras, TensorFlow, PyTorch, PySpark). I... ",10,https://www.reed.co.uk/jobs/data-scientist-asset-management/41591771," <p>Exciting new opportunity for an experienced Data Scientist to join a private equity firm using Machine Learning and Natural Language Processing.</p> <p>Experience Level:</p> <ul> <li>Minimum 1 year experience in a Data Science related role.</li><li>Recent experience using Hadoop, Kafka and Spark.</li><li>Fluent in Python and common numerical and ML packages (NumPy, SciPy, Scikit-Learn, Pandas, Keras, TensorFlow, PyTorch, PySpark). </li><li>Industry experience in financial institutions, banking or asset management. </li></ul> <p>Benefits: </p> <ul> <li>20% bonus</li><li>Flexible timetable and remote working options. </li><li>25&#43; days holiday (plus bank holidays). </li></ul> "
41460370,630274,SRG Lunar,NA,NA,Data Scientist,Leamington Spa,33696,33696,GBP,27/01/2021,27/11/2020," Fixed Term Contract  We're currently seeking Data Scientists based in and around Leamington Spa with experienced of processing large scientific data sets to work within a state of the art, high output diagnostics laboratory environment as part of the UK's NHS Test and Trace  programme. As well as playing a vital role in supporting society's return to a more normal way of life by helping to break the chains of C... ",9,https://www.reed.co.uk/jobs/data-scientist/41460370," <p><strong>Fixed Term Contract </strong></p> <p>We're currently seeking Data Scientists based in and around Leamington Spa with experienced of processing large scientific data sets to work within a state of the art, high output diagnostics laboratory environment as part of the UK's NHS Test and Trace  programme.</p> <p>As well as playing a vital role in supporting society's return to a more normal way of life by helping to break the chains of COVID-19 transmission, you will also gain invaluable experience and exposure to some of the country's most highly skilled individuals  in the scientific community.</p> <p>This represents a once in a lifetime opportunity to go above and beyond to support public health, while also extending your already accomplished scientific data skills and positioning your career for further success and growth.</p> <p>If of interest and you meet the criteria of the below, please apply via the following link - https://34DZEaT.</p> <p><strong>Your responsibilities: </strong></p> <p>In the role of Data Scientist, you will be responsible for the analysis of sample data and correct tracking and recording of the analysis in the appropriate LIMS database, to the lab's accreditation standards. You will be expected to process large data sets  accurately and to identify anomalous results.</p> <p>Your priority will be to manage the flow of data out of the laboratories, resulting in correct patient sample reporting. You will also analyse non-clinical data as part of process optimisation and escalate any quality control issues relating to reagent performance  to the quality manager.</p> <p><strong>Your experience: </strong></p> <p>In order to be successful in the role, you'll need the following education and experience:</p> <p>Education:</p> <ul> <li>BSc Honours degree in a biological science</li></ul> <p>Experience:</p> <ul> <li>Proven track record in processing large scientific data sets accurately</li><li>Previous experience working with PCR datasets</li><li>Knowledge of diagnostic test, particularly PCR</li><li>Previous experience within a laboratory environment</li><li>Expert use of database and data analysis tools</li><li><em>For a Lead role - you will also need experience of line management and have the ability to delegate workloads and work across a remote platform.</em></li></ul> <p>In addition, the following experience is also desirable but not mandatory:</p> <p>Experience</p> <ul> <li>Practical experience using or administrating Oracle, MS-SQL and Postgres SQL databases.</li><li>Experience with Sportfire, R or other visualization and analysis packages.</li></ul> <p><strong>In return: </strong></p> <p>As well as a competitive rate of pay (with a 20% uplift applied for night working and end of contract bonus), you'll receive comprehensive training on relevant lab procedures and equipment.</p> <p>This role will work on a shift pattern and will include day, evening and weekend shifts. Please speak to our team to learn more.</p> <p>You will also be joining a diverse and hugely welcoming team. Diversity is about reflecting the communities we serve, holding the principles of equality and inclusion at the heart of everything we do and all that we stand for, embracing differences, creating  possibilities, and growing together. We aim to foster a culture where individuals of all backgrounds feel confident in bringing their whole selves to work, feel included and their talents are nurtured, empowering them to contribute fully to our purpose.</p> <p>This is literally a once in a lifetime opportunity to join a team of highly skilled individuals, all focussed on delivering the best possible outcome.</p> <p>If you're ready for a new challenge and want to be part of the team delivering this essential lab work, please apply today via https://34DZEaT.</p> "
41588994,431313,Sphere Digital Recruitment,NA,NA,Data Scientist,London,60000,60000,GBP,27/01/2021,16/12/2020," Data Scientist - Digital Media - Up to &#163;60,000 As Data Scientist, your responsibilities will include:  Work with top tier clients to provide custom machine learning solutions for their advertising;Work with 'big and fast' internet datasets and the latest in machine learning technologies, and algorithms;Investigate and apply innovative data science techniques to real business problems... ",11,https://www.reed.co.uk/jobs/data-scientist/41588994," <p><strong>Data Scientist - Digital Media - Up to &#163;60,000</strong></p> <p>As Data Scientist, your responsibilities will include:</p> <ul> <li>Work with top tier clients to provide custom machine learning solutions for their advertising;</li><li>Work with 'big and fast' internet datasets and the latest in machine learning technologies, and algorithms;</li><li>Investigate and apply innovative data science techniques to real business problems;</li><li>Drive innovation by developing new applications of data science to the business;</li><li>Contribute to the running of EMEA wide hackathons to develop the data science talent within the company.</li><li>You will build data science assets that will leverage the predictive power of the datasets and ensure the company's digital advertising products provide the most effective and efficient outcomes for their clients.</li></ul> <p><strong>You</strong></p> <ul> <li>A degree in a quantitative field (e.g. economics, computer science, mathematics, engineering, physics, etc).</li><li>Experience using SQL and Python or R - this is essential.</li><li>Strong experience with machine learning techniques, such as predictive modelling, regression, classification, clustering and reinforcement learning.</li><li>Experience within digital marketing industry using web analytics tools such as Goggle Analytics.</li><li>Worked with clients to successfully apply your AI know-how to their opportunities and challenges.</li><li>An interest in media, advertising and marketing.</li></ul> <p><strong>Apply Now</strong></p> <p>You can apply for this role of Data Scientistnow by sending us your CV or by calling us now! Don't forget to register as a candidate too.</p> <p><strong>Tess Alves</strong><br /><strong>Consultant</strong><br /><br />Sphere Digital Recruitment currently have a variety of job opportunities across digital so feel free to get in touch with us to find out how we can help you. Please take a look at our website.</p> <p>Sphere Digital Recruitment are specialists in placing marketing, sales, analytics, product and creative ?talent globally.</p> "
41584528,331522,Harnham,NA,NA,Principal Data Scientist,London,90000,110000,GBP,26/01/2021,15/12/2020," Principal Data Scientist London, UK Up to &#163;110,000 Salary OVERVIEW Unicorn tech company (valued over &#163;1 billion) are looking for a Principal Data Scientist to spearhead their Supply Chain Optimisation! You will be the technical lead in the supply chain team, using ML to innovate and optimize their processes. Your responsibilities  will i... ",9,https://www.reed.co.uk/jobs/principal-data-scientist/41584528," <p><strong>Principal Data Scientist</strong></p> <p><strong>London, UK</strong></p> <p><strong>Up to &#163;110,000 Salary</strong></p> <p><strong>OVERVIEW</strong></p> <p>Unicorn tech company (valued over &#163;1 billion) are looking for a Principal Data Scientist to spearhead their Supply Chain Optimisation! You will be the technical lead in the supply chain team, using ML to innovate and optimize their processes. Your responsibilities  will include but not be limited to:</p> <ul> <li>Build Machine Learning models to innovate and optimize Supply Chain processes</li><li>Put Machine Learning models into production and implement them at scale for commercial use</li><li>Be the technical lead for the supply chain team, mentoring junior team members on projects where needed</li></ul> <p><strong>YOUR SKILLS AND EXPERIENCE</strong></p> <p>A successful Principal Data Scientist will have the following:</p> <ul> <li>Minimum of MSc in STEM subject OR Operational/ Supply Chain optimization</li><li>Minimum of 4 years commercial experience in Machine Learning</li><li>Proven experience solving problems in Supply Chain Optimisation using ML</li><li>Strong modelling skills in Python and ability to implement work into production</li></ul> <p><strong>THE BENEFITS</strong></p> <ul> <li>Competitive Salary</li><li>Bonus</li><li>Wider Benefits Package</li></ul> <p><strong>HOW TO APPLY</strong></p> <p>Please register your interest by sending your CV to Luke Frost via the Apply Link below.</p> "
41583620,2763,ADLIB,NA,NA,Senior Data Scientist,Bath,40000,55000,GBP,26/01/2021,15/12/2020,"  Excellent opportunity to join a fast growing eCommerce businessMarket leader in their categoryBe the first Data Scientist hire for the business&nbsp; Join a fast growing eCommerce business with excellent growth potential. They have been outsourcing their data science work, this is the first internal data scientist hire for the business.&nbsp;<str... ",4,https://www.reed.co.uk/jobs/senior-data-scientist/41583620," <ul> <li><strong>Excellent opportunity to join a fast growing eCommerce business</strong></li><li><strong>Market leader in their category</strong></li><li><strong>Be the first Data Scientist hire for the business&nbsp;</strong></li></ul> <br />Join a fast growing eCommerce business with excellent growth potential. They have been outsourcing their data science work, this is the first internal data scientist hire for the business.&nbsp;<br /><strong><br />What you’ll be doing&nbsp;</strong><br /><br />The work will be varied and will work across several business core areas. You will work on projects that involve obtaining insights from customer data, building models of user behaviour, building predictive analytics and forecasting models. You will also be  responsible for building data visualisations and dashboards.&nbsp;<br /><strong><br />What experience you’ll need to apply</strong><br /><ul> <li>Experience working in customer facing business (i.e. retail/eCommerce/banking)</li><li>Excellent SQL &amp; Python development skills</li><li>Experience of presenting results to senior stakeholders</li><li>Exposure to machine learning, statistics and predictive modelling</li><li>Solid communication skills</li><li>Digital analytics experience a plus</li></ul> <strong>What you’ll get in return for your experience &nbsp;</strong><br /><br />A competitive base salary of between &#163;40K to &#163;50K (dependent on experience) plus a great benefits package and a bonus scheme.<br />Excellent working environment in central Bath.&nbsp;<br />Role will be remote until March/April then 2 days per week in the office<br /><strong><br />What’s next?</strong><br /><br />Please get in touch with Alex with an up to date CV today. Don’t hesitate to call / email to discuss the finer details."
41583608,2763,ADLIB,NA,NA,aSenior Data Scientist,Bath,40000,55000,GBP,26/01/2021,15/12/2020,"Senior Data ScientistFast growing eCommerce business  Excellent opportunity to join a fast growing eCommerce businessMarket leader in their categoryBe the first Data Scientist hire for the business&nbsp; Join a fast growing eCommerce business with excellent growth potential. They have been outsourcing their data science work,... ",2,https://www.reed.co.uk/jobs/asenior-data-scientist/41583608,"<strong>Senior Data Scientist<br />Fast growing eCommerce business<br /></strong> <ul> <li><strong>Excellent opportunity to join a fast growing eCommerce business</strong></li><li><strong>Market leader in their category</strong></li><li><strong>Be the first Data Scientist hire for the business&nbsp;</strong></li></ul> <br />Join a fast growing eCommerce business with excellent growth potential. They have been outsourcing their data science work, this is the first internal data scientist hire for the business.&nbsp;<br /><strong><br />What you’ll be doing&nbsp;</strong><br /><br />The work will be varied and will work across several business core areas. You will work on projects that involve obtaining insights from customer data, building models of user behaviour, building predictive analytics and forecasting models. You will also be  responsible for building data visualisations and dashboards.&nbsp;<br /><strong><br />What experience you’ll need to apply</strong><br /><ul> <li>Experience working in customer facing business (i.e. retail/eCommerce/banking)</li><li>Excellent SQL &amp; Python development skills</li><li>Experience of presenting results to senior stakeholders</li><li>Exposure to machine learning, statistics and predictive modelling</li><li>Solid communication skills</li><li>Digital analytics experience a plus</li></ul> <strong>What you’ll get in return for your experience &nbsp;</strong><br /><br />A competitive base salary of between &#163;40K to &#163;50K (dependent on experience) plus a great benefits package and a bonus scheme.<br />Excellent working environment in central Bath.&nbsp;<br />Role will be remote until March/April then 2 days per week in the office<br /><strong><br />What’s next?</strong><br /><br />Please get in touch with Alex with an up to date CV today. Don’t hesitate to call / email to discuss the finer details."
41582583,87642,Anson McCade Ltd - IT and Finance Recruitment,NA,NA,Data Scientist,London,55000,65000,GBP,26/01/2021,15/12/2020," Data Scientist London My client are in need of a competent Data Scientist who is involved in all aspects of advanced analytics for a client that specialises in the design and implementation of various, leading cyber security products for well-known clients. Due to the nature of this work, the sucessful candidate must hold DV Clearance. About the r... ",16,https://www.reed.co.uk/jobs/data-scientist/41582583," <p><strong>Data Scientist</strong></p> <p><strong>London</strong></p> <p>My client are in need of a competent Data Scientist who is involved in all aspects of advanced analytics for a client that specialises in the design and implementation of various, leading cyber security products for well-known clients.</p> <p><em><strong>Due to the nature of this work, the sucessful candidate must hold DV Clearance.</strong></em></p> <p><strong>About the role:</strong></p> <p>The Data Scientist will be responsible for supporting the team members and will be involved in all aspects of advanced analytics, from helping to source and create modelling features from both structured and unstructured data all the way through to using  machine learning to build the most appropriate model to solve a given problem, followed by interpretation and maximising the use of the results to the benefit of the business.</p> <p><strong>Must have skills:</strong></p> <ul> <li>DV Clearance</li><li>3&#43; years relevant work experience.</li><li>Extensive Python experience.</li><li>Understands data manipulation and analysis techniques ranging from data aggregation and Management Information reporting (MI)</li><li>You must have the ability to present data analysis and model into a compelling format that is both client- and solutions-driven.</li><li>Experience in the following analytics methods (two or more of the following):</li><li>Predictive modelling: e.g. logistic regression, linear regression.</li><li>Able to exploit analytical technology including knowledge of coding languages (e.g. R, Python, etc.) in a field linked to computer science, applied mathematics or statistics.</li></ul> <p><strong>Data Scientist </strong></p> <p><strong>Location: London</strong></p> <p><strong>Duration: Permanent</strong></p> <p><strong>Salary: &#163;55,000-&#163;65,000</strong></p> <p><strong>Telephone: </strong></p> <p><strong>Email:</strong></p> <p><strong>Reference: *AMC*NMU/D432</strong></p> "
41581548,87642,Anson McCade Ltd - IT and Finance Recruitment,NA,NA,Data Scientist,Gloucester Business Park,55000,75000,GBP,26/01/2021,15/12/2020, Data Scientist London or Gloucester Are you looking for a new opportunity to work on some seriously interesting projects? Do you have strong commercial experience working in complex environments with exposure to the public sector or defence industry ? A Data Scientist has the chance to join  one of the United Kingdom's leading cyber security digital service provider's that were previously voted... ,14,https://www.reed.co.uk/jobs/data-scientist/41581548," <p><strong>Data Scientist</strong></p> <p><strong>London or Gloucester</strong></p> <p>Are you looking for a new opportunity to work on some seriously interesting projects? Do you have strong commercial experience working in complex environments with exposure to the public sector or defence industry ? A Data Scientist has the chance to join  one of the United Kingdom's leading cyber security digital service provider's that were previously voted by the Sunday times as a top 10 company work for!</p> <p>The Data Scientist will join an industry leading team of data experts helping to deliver innovative and exciting data projects across a range of industry sectors. You can expect to be involved in delivering innovation in Big Data, Data warehousing, Data  analytics and Data migration.</p> <p>In this role, you will be afforded the opportunity to work with likeminded experts in the world of Data Science and work on complex projects that directly impact the national security of the UK. You should also be flexiable to travel to client site (fully  expensed) as and when required. </p> <p>It's fast paced, and at times a challenging environment, but with a highly rewarding and tangible benefits. For any Data Scientist looking to expand on their current expertise, this is a great opportunity.</p> <p><strong>*Must be willing to gain DV clearance - please check eligability with the UKSV before applying*</strong></p> <p><strong>Requirements:</strong></p> <ul> <li>Understands data manipulation and analysis techniques ranging from data aggregation and Management Information reporting (MI), to statistical-based analytics such as propensity modelling and segmentation, to advanced approaches such as machine learning  and predictive analytic approaches.</li><li>Able to exploit analytical technology including knowledge of coding languages (e.g. R, Python, etc.)</li><li>Combines core consulting skills with technical versatility as they uncover hidden patterns in data and effectively present results to clients with varying levels of technical understanding.</li><li>Able to tell stories with data - both verbally and visually, helping key decision makers move from ad-hoc analysis into continual data conversations.</li><li>Understands different analytic, algorithmic, data mining and data visualisation techniques to find data insights, underpinned by strong core consulting skills. Has an awareness of machine learning.</li><li>Applies appropriate data analysis, data modelling, and quality assurance techniques, based upon a detailed understanding of problem space, business and processes, to establish, modify or maintain data structures and associated components (entity descriptions,  relationship descriptions, attribute definitions).</li><li>Has an awareness and ability to evaluate analytic technology options.</li><li>Develops specific technical expertise in commercial and open source products relating to Data Science; able to configure and demonstrate these products.</li><li>Able to manipulate data through a variety of approaches, including exploratory analysis, scripting and visualisation.</li><li>Develops knowledge of database concepts, object and data modelling techniques and design principles.</li><li>Interprets and translates object and data models into appropriate data schemas within design constraints for exploitation.</li><li>Applies Agile principles to create proof of concepts (POCs) that can be evolved into production applications.</li><li>Innovates with data and produces rapid outputs, deploying appropriate algorithms.</li><li>Has awareness of User Centric Design (UCD), data privacy &amp; data security guidelines.</li></ul> <p>Role: <strong>Data Scientist</strong></p> <p>Location: London or Gloucester</p> <p>Agency: Anson McCade</p> <p>Duration: Permanent</p> <p>Clearance: Ability to gain DV - 10&#43; years uninterupted address history in the UK and clean criminal record as a minimum</p> <p>Salary: &#163;5,000 - &#163;75,000 &#43; package</p> <p>Contact: Peter Vannet</p> <p>Telephone: </p> <p>Reference: *AMC*PVA/DEBAGLDVS4</p> "
